CLIENTNUM,Income_Category_Id,Education_Level_Id,Card_Category_Id,Marital_Status_Id,Attrition_Flag,Customer_Age,Months_on_book,Avg_Utilization_Ratio,Total_Ct_Chng_Q4_Q1,Total_Trans_Ct,Total_Trans_Amt,Total_Amt_Chng_Q4_Q1,Avg_Open_To_Buy,Total_Revolving_Bal,Credit_Limit,Contacts_Count_12_mon,Months_Inactive_12_mon,Total_Relationship_Count
708241233,0,4,0,0,1,52.0,47,0.0,0.562,25,922,1.035,2972.0,0,2972.0,2,3,3
708242283,2,2,0,0,0,29.0,36,0.0,0.818,80,3253,0.928,5346.0,0,5346.0,2,3,5
708243483,4,2,0,1,0,53.0,43,0.077,0.645,51,2248,0.995,13783.0,1155,14938.0,5,2,4
708244458,0,3,0,1,0,47.0,35,0.5429999999999999,0.895,72,3485,0.7120000000000001,1276.0,1517,2793.0,2,3,3
708245808,2,3,0,1,0,35.0,36,0.047,0.6759999999999999,124,13908,0.82,18747.0,924,19671.0,4,1,4
708248358,2,3,1,1,0,42.0,30,0.0,0.627,109,14863,0.746,29937.0,0,29937.0,3,1,3
708249708,0,5,0,1,0,48.0,39,0.325,0.6,48,1489,0.809,3268.0,1576,4844.0,3,3,3
708252108,1,2,0,0,0,64.0,53,0.259,0.711,65,4065,0.693,5455.0,1907,7362.0,2,3,6
708253458,0,3,0,0,0,59.0,48,0.33,0.723,81,4857,0.731,3705.0,1823,5528.0,3,2,4
708254733,0,4,0,0,0,41.0,36,0.631,0.889,85,5171,1.11,1095.0,1873,2968.0,1,4,5
708255633,3,3,0,0,0,36.0,27,0.455,0.585,65,3240,0.627,2051.0,1710,3761.0,4,2,3
708260208,0,0,0,0,0,43.0,36,0.622,0.6890000000000001,76,4321,0.562,778.0,1279,2057.0,2,3,4
708266883,0,3,0,0,1,34.0,36,0.0,0.25,35,2312,0.713,1666.0,0,1666.0,3,2,1
708267858,1,1,0,1,0,65.0,36,0.35200000000000004,0.733,52,2098,1.371,3943.0,2145,6088.0,3,2,5
708269583,0,0,0,2,0,42.0,28,0.679,0.6859999999999999,86,4014,0.838,652.0,1377,2029.0,4,2,6
708271833,1,3,1,0,0,42.0,36,0.122,0.5579999999999999,67,3464,0.84,13226.0,1843,15069.0,3,2,3
708272808,0,3,0,0,0,45.0,36,0.542,0.639,59,3542,0.71,1244.0,1474,2718.0,1,2,4
708273858,4,3,0,2,0,40.0,30,0.0,0.86,80,3734,0.643,34516.0,0,34516.0,1,2,3
708276183,0,4,0,1,1,52.0,45,0.0,0.029,35,1554,0.046,1760.0,0,1760.0,1,4,2
708281433,0,3,0,1,0,57.0,36,0.0,0.705,75,3848,0.565,1438.3,0,1438.3,3,1,5
708285108,1,3,0,0,0,42.0,36,0.365,0.6809999999999999,116,13505,0.768,3889.0,2239,6128.0,2,1,1
708286683,3,0,0,0,0,57.0,43,0.145,0.87,86,4884,0.736,10296.0,1749,12045.0,1,3,6
708288108,3,4,0,1,1,43.0,30,0.274,0.364,15,647,1.087,4092.0,1547,5639.0,3,5,2
708290208,0,1,1,1,0,43.0,31,0.087,0.767,76,3118,0.5529999999999999,12418.0,1190,13608.0,4,3,3
708291633,0,5,0,1,0,33.0,21,0.537,0.795,79,5097,0.7659999999999999,2152.0,2499,4651.0,3,3,3
708292833,4,1,0,0,0,35.0,36,0.046,0.463,60,2754,0.6409999999999999,26139.0,1250,27389.0,3,2,4
708295533,0,4,0,1,0,65.0,56,0.53,0.5710000000000001,22,1215,0.624,1669.0,1880,3549.0,2,3,5
708296883,1,3,0,0,0,44.0,38,0.067,0.929,27,1178,0.688,10961.0,788,11749.0,0,1,3
708298233,0,3,0,1,1,49.0,37,0.0,0.324,49,1756,0.476,6184.0,0,6184.0,1,2,4
708300483,0,5,0,1,1,66.0,56,0.077,0.14300000000000002,16,704,1.052,7277.0,605,7882.0,3,4,5
708301683,3,0,0,1,1,40.0,30,0.051,0.8370000000000001,90,8038,1.0490000000000002,19739.0,1059,20798.0,3,2,6
708303108,0,3,0,1,0,50.0,42,0.964,0.774,94,4940,0.626,64.0,1706,1770.0,0,3,5
708307533,2,0,0,1,0,42.0,30,0.0,0.884,81,4129,0.8079999999999999,3086.0,0,3086.0,3,2,1
708313608,3,3,0,1,0,53.0,43,0.8590000000000001,1.048,43,2110,0.7440000000000001,348.0,2116,2464.0,0,3,5
708314808,0,2,0,1,0,53.0,41,0.246,0.6,40,1570,0.436,4266.0,1393,5659.0,3,1,5
708316008,0,3,0,0,1,59.0,36,0.0,0.07400000000000001,29,1792,0.238,10031.0,0,10031.0,3,2,3
708319908,3,3,0,0,1,37.0,17,0.358,0.892,70,8667,1.023,2643.0,1473,4116.0,2,1,1
708323208,0,0,0,1,1,49.0,36,0.0,0.8,36,2241,0.482,1522.0,0,1522.0,4,2,4
708324483,0,3,0,0,0,47.0,39,0.0,0.775,71,4420,0.664,1548.0,0,1548.0,4,3,3
708330858,4,3,0,1,1,57.0,38,0.16699999999999998,0.833,11,678,0.7979999999999999,6868.0,1381,8249.0,3,3,2
708331758,0,0,1,2,0,47.0,35,0.057,0.622,60,3725,1.127,30601.0,1843,32444.0,4,1,3
708332808,1,0,0,1,0,47.0,39,0.0,0.742,115,14381,0.871,3471.0,0,3471.0,2,2,2
708334158,0,3,0,2,0,46.0,34,0.07,0.933,58,3068,0.581,9177.0,686,9863.0,4,2,4
708337683,2,0,0,0,0,51.0,40,0.041,0.6759999999999999,62,3820,0.445,20907.0,893,21800.0,2,2,4
708338958,0,3,0,0,0,58.0,36,0.54,0.7859999999999999,75,3797,0.609,1460.0,1713,3173.0,1,1,5
708340758,0,1,0,1,1,41.0,32,0.0,0.762,74,8109,0.943,7769.0,0,7769.0,3,3,2
708341958,0,2,0,2,0,31.0,21,0.924,0.87,86,4480,0.7859999999999999,157.0,1904,2061.0,3,2,2
708344358,0,1,0,1,0,53.0,45,0.5429999999999999,0.476,31,1311,0.623,1141.0,1354,2495.0,3,1,5
708347583,0,0,0,1,0,37.0,36,0.456,0.583,38,1804,0.6920000000000001,1365.0,1144,2509.0,4,1,4
708354858,4,3,0,0,1,51.0,42,0.0,0.778,80,8192,0.758,14938.0,0,14938.0,2,4,2
708355683,0,3,0,1,0,46.0,38,0.0,0.512,65,2976,0.938,16815.0,0,16815.0,3,2,3
708357183,0,3,0,0,0,47.0,38,0.0,0.882,64,3511,1.001,1438.3,0,1438.3,3,2,4
708358683,3,3,1,1,0,46.0,35,0.036000000000000004,0.667,40,1665,0.5489999999999999,33280.0,1236,34516.0,2,3,6
708360108,1,2,0,0,0,50.0,41,0.478,0.8,90,4869,0.818,1462.0,1338,2800.0,1,1,3
708361833,3,3,0,1,0,44.0,36,0.0,0.633,80,3650,1.012,19430.0,0,19430.0,3,2,3
708367908,0,0,0,1,0,56.0,47,0.5379999999999999,0.7829999999999999,82,4390,0.835,1395.0,1627,3022.0,2,1,6
708369633,0,3,2,1,1,34.0,36,0.119,0.8109999999999999,67,7031,0.943,13640.0,1847,15487.0,2,3,6
708371733,0,1,0,1,0,41.0,15,0.0,0.841,81,4931,0.6609999999999999,4662.0,0,4662.0,2,1,1
708373083,1,3,0,1,1,40.0,30,0.75,0.147,39,2032,0.583,839.0,2517,3356.0,4,3,1
708375858,0,1,0,2,0,47.0,36,0.483,0.943,68,4318,0.7440000000000001,1435.0,1341,2776.0,2,4,5
708376983,0,3,0,0,1,58.0,50,0.094,0.542,37,2119,0.451,7714.0,799,8513.0,2,2,5
708378108,1,4,0,1,0,39.0,36,0.359,0.767,76,4631,0.69,1376.0,771,2147.0,2,3,5
708382083,3,1,0,1,0,49.0,36,0.0,0.5,60,2584,0.976,2292.0,0,2292.0,2,2,6
708384033,0,0,0,1,1,45.0,35,0.897,0.345,39,2466,0.643,282.0,2463,2745.0,3,3,3
708385533,0,3,1,1,1,49.0,36,0.0,0.905,80,9524,0.99,11059.0,0,11059.0,3,3,2
708386958,0,3,0,1,1,47.0,34,0.0,0.556,28,1947,0.502,1561.0,0,1561.0,2,3,3
708387933,0,4,0,1,0,49.0,37,0.0,0.618,110,14357,0.675,5500.0,0,5500.0,2,1,2
708390633,0,3,0,1,0,52.0,44,0.955,0.605,69,4219,0.674,109.0,2312,2421.0,3,5,5
708393633,0,1,0,1,0,41.0,31,0.613,0.516,94,4625,0.812,1038.0,1647,2685.0,4,2,4
708394908,1,1,0,0,0,44.0,33,0.617,0.5479999999999999,65,3945,0.659,895.0,1442,2337.0,3,1,5
708396033,0,0,0,1,0,45.0,27,0.425,0.772,101,12257,0.715,1431.0,1059,2490.0,2,2,1
708397008,0,3,0,1,0,54.0,43,0.21600000000000005,0.8109999999999999,67,4326,0.807,2984.0,821,3805.0,3,2,3
708398283,1,3,0,1,0,37.0,29,0.201,0.684,32,1377,1.04,3509.0,885,4394.0,2,2,5
708399858,0,1,0,1,0,45.0,35,0.883,0.7909999999999999,77,4747,0.581,298.0,2250,2548.0,1,2,2
708402333,0,5,0,2,0,48.0,37,0.289,0.66,88,4782,0.777,3236.0,1313,4549.0,0,2,6
708403308,1,3,1,0,0,37.0,24,0.11,0.511,68,4392,0.6459999999999999,13470.0,1663,15133.0,3,1,3
708404883,0,1,0,0,0,45.0,37,0.0,0.966,57,2761,1.301,27804.0,0,27804.0,4,2,4
708406083,0,3,0,1,0,35.0,24,0.726,0.765,90,5211,0.8240000000000001,943.0,2493,3436.0,1,3,5
708412758,0,3,0,0,1,33.0,36,0.0,0.364,45,2200,0.677,1457.0,0,1457.0,3,2,5
708414033,1,3,0,1,0,50.0,38,0.405,0.941,66,3730,0.836,1692.0,1153,2845.0,3,3,6
708416433,0,1,0,0,1,41.0,36,0.0,0.464,41,2499,0.597,2372.0,0,2372.0,2,3,4
708419733,2,2,0,0,1,47.0,39,0.0,0.486,55,4739,1.039,22599.0,0,22599.0,2,3,5
708421833,0,3,0,0,0,45.0,36,0.753,0.765,30,1139,0.7709999999999999,825.0,2517,3342.0,2,3,6
708423933,1,5,0,0,0,51.0,40,0.0,0.8290000000000001,64,3203,0.532,6103.0,0,6103.0,0,2,3
708426483,0,3,0,0,0,56.0,36,0.123,1.147,73,3534,0.923,5100.0,716,5816.0,1,6,4
708427908,0,2,0,1,0,52.0,39,0.66,0.6859999999999999,86,4643,0.835,692.0,1343,2035.0,1,3,6
708428958,3,3,2,0,0,39.0,33,0.0,0.7659999999999999,113,9179,0.7240000000000001,34516.0,0,34516.0,2,3,1
708431433,4,3,0,1,0,41.0,31,0.12,0.684,32,1463,0.659,10369.0,1420,11789.0,2,3,3
708433683,3,3,0,1,0,54.0,37,0.696,0.623,86,4410,0.679,963.0,2201,3164.0,3,2,3
708434733,2,3,0,1,0,56.0,50,0.34,0.75,28,1249,0.6609999999999999,4446.0,2289,6735.0,3,3,6
708438033,0,3,0,1,0,36.0,27,0.721,1.0,48,2617,1.546,851.0,2198,3049.0,4,3,3
708442158,0,2,0,1,0,51.0,38,0.245,0.968,61,3801,1.137,4666.0,1516,6182.0,4,2,3
708445608,0,2,0,1,0,48.0,37,0.762,1.036,57,2027,0.7659999999999999,788.0,2517,3305.0,3,3,4
708446808,3,4,0,1,0,33.0,36,0.461,0.455,48,2017,0.746,1587.0,1359,2946.0,2,3,4
708450033,0,1,0,1,0,43.0,13,0.871,0.8370000000000001,79,5298,0.8809999999999999,336.0,2269,2605.0,1,2,6
708451233,0,3,0,1,0,46.0,36,0.324,0.44,72,3707,0.58,3440.0,1650,5090.0,4,3,5
708453408,3,2,0,2,0,40.0,31,0.0,0.512,62,3721,0.77,16050.0,0,16050.0,3,2,6
708455883,3,3,0,0,1,57.0,36,0.084,0.381,29,1127,0.78,9383.0,861,10244.0,2,3,2
708459633,2,1,0,1,0,38.0,26,0.292,0.448,42,1604,0.8959999999999999,4117.0,1698,5815.0,3,1,4
708462258,0,1,0,1,0,51.0,38,0.226,0.741,94,16563,0.732,4018.0,1171,5189.0,2,1,1
708469533,0,3,0,1,0,42.0,34,0.267,0.7170000000000001,79,3523,0.7809999999999999,3956.0,1439,5395.0,2,3,6
708472008,0,0,0,1,0,44.0,36,0.275,0.532,95,7632,0.617,4841.0,1839,6680.0,3,3,2
708473133,0,3,0,1,0,55.0,45,0.0,0.7,68,4588,0.8240000000000001,1677.0,0,1677.0,3,2,4
708474333,2,3,0,1,0,42.0,29,0.205,0.611,87,7906,0.775,9777.0,2517,12294.0,1,3,3
708476808,4,3,0,2,0,54.0,36,0.058,0.8240000000000001,31,1047,0.618,31831.0,1960,33791.0,2,3,6
708478233,1,3,0,1,0,48.0,36,0.222,0.8370000000000001,90,4348,0.624,4335.0,1238,5573.0,2,2,4
708480333,1,3,0,0,0,65.0,36,0.431,0.8390000000000001,57,2229,1.127,1231.0,932,2163.0,3,2,5
708482658,3,3,0,1,0,41.0,31,0.195,0.6759999999999999,114,15594,0.725,8013.0,1946,9959.0,2,2,3
708483708,4,3,0,1,0,51.0,36,0.0,0.61,66,4336,0.506,28600.0,0,28600.0,2,3,5
708486033,0,4,0,1,0,55.0,36,0.092,0.333,48,1782,0.555,15026.0,1521,16547.0,3,2,3
708488208,0,0,0,1,0,57.0,47,0.764,0.611,58,2231,1.181,593.0,1922,2515.0,3,3,5
708489258,0,3,0,1,0,40.0,27,0.687,0.5,72,3561,0.556,450.3,988,1438.3,3,3,5
708491508,2,3,0,0,0,51.0,42,0.103,1.061,68,3856,0.772,12476.0,1430,13906.0,2,3,3
708492558,2,3,0,1,0,42.0,36,0.057,1.625,21,1107,0.939,14223.0,865,15088.0,3,3,5
708494583,0,0,0,2,0,49.0,36,0.0,0.893,53,3731,0.693,1902.0,0,1902.0,3,1,4
708496833,0,1,0,0,1,60.0,50,0.0,1.294,78,8970,0.978,4613.0,0,4613.0,5,4,4
708498033,0,3,0,1,1,44.0,36,0.8059999999999999,0.677,52,2789,0.853,442.0,1837,2279.0,6,4,3
708499608,1,4,1,0,0,49.0,36,0.084,0.95,78,4042,0.452,14226.0,1299,15525.0,2,1,6
708500883,1,0,1,0,0,48.0,40,0.0,0.606,106,8379,0.75,17812.0,0,17812.0,2,3,2
708501783,4,1,0,1,1,43.0,36,0.043,0.212,40,1868,0.324,33039.0,1477,34516.0,4,2,6
708502908,2,1,1,0,0,61.0,48,0.0,0.833,88,3925,0.74,26218.0,0,26218.0,3,2,5
708504783,1,0,0,1,0,47.0,36,0.122,0.632,62,3480,0.6779999999999999,9627.0,1333,10960.0,3,3,3
708506508,4,1,0,1,0,54.0,43,0.397,0.698,90,4887,0.7829999999999999,1740.0,1144,2884.0,2,3,5
708507483,0,2,0,2,0,43.0,31,0.0,0.8640000000000001,82,4802,0.7559999999999999,1477.0,0,1477.0,3,4,6
708508758,0,3,0,1,1,62.0,49,0.0,0.6,16,692,1.047,1438.3,0,1438.3,3,3,2
708510858,0,0,0,0,0,60.0,47,0.4920000000000001,0.73,109,15478,0.853,2492.0,2413,4905.0,2,3,1
708511983,3,3,0,1,0,37.0,18,0.0,0.8640000000000001,82,3950,0.778,1663.0,0,1663.0,2,3,5
708513183,1,0,0,1,0,39.0,29,0.293,0.611,58,3078,1.102,3056.0,1267,4323.0,2,2,4
708514383,0,2,0,1,0,38.0,29,0.308,0.976,81,4314,0.9,2637.0,1172,3809.0,0,1,2
708515358,0,1,0,1,0,40.0,36,0.0,0.64,82,4216,0.84,4712.0,0,4712.0,2,3,6
708516558,0,1,0,1,0,37.0,36,0.6890000000000001,0.7659999999999999,83,4159,0.546,806.0,1782,2588.0,1,2,3
708519108,0,3,0,1,1,46.0,24,0.585,0.9,57,2041,0.494,1118.0,1576,2694.0,2,3,3
708522033,2,2,0,1,0,50.0,36,0.135,0.915,90,15060,0.879,10635.0,1664,12299.0,1,2,2
708525108,0,3,0,1,0,54.0,47,0.526,0.711,77,4120,0.669,1022.0,1134,2156.0,3,3,4
708528483,0,3,0,2,0,43.0,23,0.762,1.357,33,1387,0.617,757.0,2430,3187.0,2,3,6
708532308,2,0,0,0,0,37.0,36,0.22,1.0590000000000002,70,3000,1.211,8902.0,2517,11419.0,2,2,4
708534033,1,3,0,0,0,45.0,36,0.141,0.708,82,4726,0.626,5391.0,883,6274.0,2,2,5
708535158,3,4,0,1,0,39.0,29,0.151,0.536,86,8505,0.8220000000000001,8458.0,1501,9959.0,3,1,1
708536283,3,5,0,0,1,35.0,27,0.867,0.586,46,2653,0.624,387.0,2517,2904.0,2,2,3
708538608,0,2,0,1,0,50.0,36,0.0,0.723,81,4058,0.578,3862.0,0,3862.0,3,4,6
708539583,0,3,0,1,0,44.0,25,0.112,0.5,63,3979,0.672,17665.0,2232,19897.0,3,1,6
708542283,0,5,0,1,0,58.0,47,0.826,0.7070000000000001,70,4399,0.8490000000000001,434.0,2061,2495.0,4,3,5
708543258,3,1,0,1,0,36.0,36,0.721,0.95,39,2045,1.464,727.0,1880,2607.0,2,3,5
708545058,1,3,0,0,0,45.0,36,0.6859999999999999,0.8,81,5136,0.649,452.3,986,1438.3,3,4,5
708549033,0,1,0,1,0,50.0,32,0.621,0.7070000000000001,70,5025,0.8690000000000001,779.0,1276,2055.0,3,1,4
708551508,0,2,0,0,0,51.0,37,0.768,0.8140000000000001,78,4966,0.887,756.0,2508,3264.0,2,4,4
708553008,1,1,0,0,0,38.0,36,0.514,0.882,64,4711,0.602,1045.0,1103,2148.0,3,2,1
708555633,0,1,0,0,0,32.0,16,0.7090000000000001,0.865,97,15157,0.818,1031.0,2517,3548.0,1,3,2
708557358,2,2,0,1,0,43.0,28,0.061,0.5710000000000001,55,1911,0.69,20802.0,1355,22157.0,3,2,4
708558408,1,1,0,0,0,50.0,31,0.161,0.596,83,3776,0.659,8352.0,1597,9949.0,3,3,5
708559533,3,0,0,1,0,40.0,36,0.33,0.8440000000000001,83,4442,0.706,1186.0,584,1770.0,2,3,6
708560733,0,3,0,2,0,42.0,36,0.6779999999999999,0.848,85,4715,0.857,1197.0,2517,3714.0,3,2,5
708563433,0,1,0,0,1,65.0,56,0.081,0.455,32,1616,1.015,5417.0,477,5894.0,3,6,3
708564858,4,2,2,1,1,33.0,20,0.0,0.622,73,9338,1.004,34516.0,0,34516.0,4,1,2
708568983,2,1,0,1,0,40.0,28,0.206,0.7659999999999999,113,8110,0.65,9111.0,2365,11476.0,1,3,2
708572658,2,3,1,1,0,49.0,38,0.071,0.69,120,15039,0.843,27443.0,2088,29531.0,2,1,1
708573933,0,3,1,0,0,45.0,36,0.061,0.7240000000000001,100,14747,0.74,12237.0,789,13026.0,3,2,2
708575058,1,0,0,2,1,46.0,39,0.306,0.568,58,3300,0.928,2192.0,965,3157.0,2,3,2
708577308,0,3,0,2,0,43.0,36,0.482,1.053,39,1569,0.728,1365.0,1272,2637.0,3,2,4
708579633,1,3,2,2,0,40.0,28,0.075,0.308,34,1421,0.631,22193.0,1788,23981.0,2,2,4
708580908,2,1,0,1,0,56.0,37,0.173,0.591,35,1373,0.92,12034.0,2517,14551.0,3,3,3
708582858,2,3,0,0,0,38.0,25,0.0,0.4320000000000001,63,2958,0.5710000000000001,18293.0,0,18293.0,4,3,3
708584208,0,3,0,1,1,36.0,36,0.809,0.519,41,2367,0.6459999999999999,594.0,2517,3111.0,4,2,5
708585933,0,1,0,0,0,44.0,36,0.863,0.75,77,4258,0.777,227.0,1429,1656.0,3,2,6
708588408,2,0,0,0,0,53.0,36,0.235,0.542,74,4421,0.524,5229.0,1607,6836.0,2,2,6
